issue_id,category,label_de,label_en,direction,dataset,variable,question_de,question_en,response_type,binary_rule,n_valid_approx,years_approx,notes
justice_society,justice,Gerechtigkeit Gesellschaft,Justice in society,higher=just,ZA10100_cross2025,q100,"Wie gerecht geht es in unserer Gesellschaft zu?","How fair is our society?",scale_1_5,y=1 if <= 2,5500,2025,
cannabis,social,Cannabis-Legalisierung,Cannabis legalization,higher=support,ZA8974_allbus,v157,"Wie beurteilen Sie die Legalisierung von Cannabis?","How do you assess the legalization of cannabis?",binary_yn,y=1 if <= 1,1404,2024,ALLBUS only
afd_danger,democracy,AfD Gefahr für Demokratie,AfD danger to democracy,higher=agree,ZA8974_allbus,v66,"Die AfD ist eine Gefahr für die Demokratie in Deutschland.","The AfD is a danger to democracy in Germany.",binary_yn,y=1 if <= 1,7303,2023-2024,ALLBUS only
asylum_too_many,immigration,Deutschland kann Flüchtlingszahlen nicht verkraften,Germany cannot cope with refugee numbers,higher=agree,ZA8974_allbus,v102,"Kann Deutschland die derzeitigen Flüchtlingszahlen verkraften?","Can Germany cope with the current refugee numbers?",binary_yn,y=1 if >= 2,2939,2023-2024,Recoded: y=1 means cannot cope
gov_performance,government,Bundesregierung Arbeit,Federal government performance,higher=good,ZA6832_tracking0923,e0077,"Sind Sie mit den Leistungen der Bundesregierung eher zufrieden oder eher unzufrieden?","Are you rather satisfied or rather dissatisfied with the performance of the federal government?",scale_1_11,y=1 if >= 7,40000,2009-2023,
gov_performance,government,Bundesregierung Arbeit,Federal government performance,higher=good,ZA10100_cross2025,q110,"Sind Sie mit der Arbeit der Bundesregierung eher zufrieden oder eher unzufrieden?","Are you rather satisfied or rather dissatisfied with the work of the federal government?",scale_1_5,y=1 if <= 2,5500,2025,
gov_performance,government,Bundesregierung Arbeit,Federal government performance,higher=good,ZA8974_allbus,v35,"Sind Sie mit der Arbeit der Bundesregierung eher zufrieden oder eher unzufrieden?","Are you rather satisfied or rather dissatisfied with the work of the federal government?",binary_yn,y=1 if <= 1,23240,2023-2024,
free_speech_restricted,culture,Keine freie Meinungsäußerung möglich,Cannot freely express opinions,higher=agree,ZA10100_cross2025,q46d,"Man kann seine politische Meinung in Deutschland nicht mehr frei äußern.","One can no longer freely express one's political opinion in Germany.",scale_1_5,y=1 if <= 2,5500,2025,
media_biased,culture,Einseitige Diskussion in Medien,One-sided discussion in media,higher=agree,ZA6832_tracking0923,e0113p,"In den Medien wird oft einseitig berichtet.","The media often report in a one-sided manner.",scale_1_5,y=1 if >= 4,21853,2013-2023,
vote_cdu,vote_validation,Sonntagsfrage: CDU/CSU,Vote intention: CDU/CSU,higher=more support,ZA6832_tracking0923,e0003b_2,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 1,39337,2009-2023,GLES Version B code 1
vote_cdu,vote_validation,Sonntagsfrage: CDU/CSU,Vote intention: CDU/CSU,higher=more support,ZA6835_cross_cum0921,v9bb,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 1,7563,2009-2021,GLES Version B code 1
vote_spd,vote_validation,Sonntagsfrage: SPD,Vote intention: SPD,higher=more support,ZA6832_tracking0923,e0003b_2,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 4,39337,2009-2023,GLES Version B code 4
vote_spd,vote_validation,Sonntagsfrage: SPD,Vote intention: SPD,higher=more support,ZA6835_cross_cum0921,v9bb,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 4,7563,2009-2021,GLES Version B code 4
vote_gruene,vote_validation,Sonntagsfrage: Grüne,Vote intention: Greens,higher=more support,ZA6832_tracking0923,e0003b_2,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 6,39337,2009-2023,GLES Version B code 6
vote_gruene,vote_validation,Sonntagsfrage: Grüne,Vote intention: Greens,higher=more support,ZA6835_cross_cum0921,v9bb,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 6,7563,2009-2021,GLES Version B code 6
vote_fdp,vote_validation,Sonntagsfrage: FDP,Vote intention: FDP,higher=more support,ZA6832_tracking0923,e0003b_2,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 5,39337,2009-2023,GLES Version B code 5
vote_fdp,vote_validation,Sonntagsfrage: FDP,Vote intention: FDP,higher=more support,ZA6835_cross_cum0921,v9bb,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 5,7563,2009-2021,GLES Version B code 5
vote_afd,vote_validation,Sonntagsfrage: AfD,Vote intention: AfD,higher=more support,ZA6832_tracking0923,e0003b_2,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 322,39337,2013-2023,GLES Version B code 322; AfD founded 2013
vote_afd,vote_validation,Sonntagsfrage: AfD,Vote intention: AfD,higher=more support,ZA6835_cross_cum0921,v9bb,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 322,7563,2013-2021,GLES Version B code 322; AfD founded 2013
vote_linke,vote_validation,Sonntagsfrage: DIE LINKE,Vote intention: DIE LINKE,higher=more support,ZA6832_tracking0923,e0003b_2,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 7,39337,2009-2023,GLES Version B code 7
vote_linke,vote_validation,Sonntagsfrage: DIE LINKE,Vote intention: DIE LINKE,higher=more support,ZA6835_cross_cum0921,v9bb,"Wenn am nächsten Sonntag Bundestagswahl wäre, welche Partei würden Sie dann mit Ihrer Zweitstimme wählen?","If the federal election were next Sunday, which party would you vote for with your second vote?",categorical,y=1 if == 7,7563,2009-2021,GLES Version B code 7
